Member_name,verb_type,Calss ID
unlatch,Verbs of Separating and Disassembling,disassemble-23.3
unlock,Verbs of Separating and Disassembling,disassemble-23.3
unleash,Verbs of Separating and Disassembling,disassemble-23.3
unpeg,Verbs of Separating and Disassembling,disassemble-23.3
unpin,Verbs of Separating and Disassembling,disassemble-23.3
unscrew,Verbs of Separating and Disassembling,disassemble-23.3
unseal,Verbs of Separating and Disassembling,disassemble-23.3
unshackle,Verbs of Separating and Disassembling,disassemble-23.3
unstaple,Verbs of Separating and Disassembling,disassemble-23.3
unstitch,Verbs of Separating and Disassembling,disassemble-23.3
untie,Verbs of Separating and Disassembling,disassemble-23.3
unzip,Verbs of Separating and Disassembling,disassemble-23.3
sieve,Verbs of Separating and Disassembling,disassemble-23.3
dissuade,Verbs of Discouraging,discourage-64.5
ascertain,Discover Verbs,discover-84
deduce,Discover Verbs,discover-84
determine,Discover Verbs,discover-84
find,Discover Verbs,discover-84
guess,Discover Verbs,discover-84
realize,Discover Verbs,discover-84
ascertain,Discover Verbs,discover-84
rationalize,Discover Verbs,discover-84
relearn,Discover Verbs,discover-84
see,Discover Verbs,discover-84
scent_out,Discover Verbs,discover-84
solve,Discover Verbs,discover-84
chance_across,Discover Verbs,discover-84
chance_on,Discover Verbs,discover-84
chance_upon,Discover Verbs,discover-84
work_out,Discover Verbs,discover-84
tell_apart,Verbs of Distinguishing,distinguish-23.5
clothe,Verbs of Grooming and Bodily Care,dress-41.1.1
unclothe,Verbs of Grooming and Bodily Care,dress-41.1.1
bike,Verbs of Sending and Carrying,drive-11.5
drive,Verbs of Sending and Carrying,drive-11.5
row,Verbs of Sending and Carrying,drive-11.5
motor,Verbs of Sending and Carrying,drive-11.5
paddle,Verbs of Sending and Carrying,drive-11.5
tool,Verbs of Sending and Carrying,drive-11.5
tool_around,Verbs of Sending and Carrying,drive-11.5
trundle,Verbs of Sending and Carrying,drive-11.5
wheel,Verbs of Sending and Carrying,drive-11.5
call,Verbs with Predicative Complements,dub-29.3.2
decree,Verbs with Predicative Complements,dub-29.3.2
dub,Verbs with Predicative Complements,dub-29.3.2
pronounce,Verbs with Predicative Complements,dub-29.3.2
rename,Verbs with Predicative Complements,dub-29.3.2
rule,Verbs with Predicative Complements,dub-29.3.2
stamp,Verbs with Predicative Complements,dub-29.3.2
term,Verbs with Predicative Complements,dub-29.3.2
vote,Verbs with Predicative Complements,dub-29.3.2
anoint,Verbs with Predicative Complements,dub-29.3.2
baptize,Verbs with Predicative Complements,dub-29.3.2
brand,Verbs with Predicative Complements,dub-29.3.2
christen,Verbs with Predicative Complements,dub-29.3.2
consecrate,Verbs with Predicative Complements,dub-29.3.2
crown,Verbs with Predicative Complements,dub-29.3.2
label,Verbs with Predicative Complements,dub-29.3.2
name,Verbs with Predicative Complements,dub-29.3.2
nickname,Verbs with Predicative Complements,dub-29.3.2
style,Verbs with Predicative Complements,dub-29.3.2
die,,disfunction-105.2.2
go_down,,disfunction-105.2.2
go_off,,disfunction-105.2.2
go_out,,disfunction-105.2.2
poop_out,,disfunction-105.2.2
attract,Verbs of Earning,earn-54.6
bring,Verbs of Earning,earn-54.6
bring_in,Verbs of Earning,earn-54.6
earn,Verbs of Earning,earn-54.6
fetch,Verbs of Earning,earn-54.6
raise,Verbs of Earning,earn-54.6
inject,Verbs of Ingesting,eat-39.1
mainline,Verbs of Ingesting,eat-39.1
shoot_up,Verbs of Ingesting,eat-39.1
snort,Verbs of Ingesting,eat-39.1
use,Verbs of Ingesting,eat-39.1
vape,Verbs of Ingesting,eat-39.1
empathize,Verbs of Caring and Empathizing,empathize-88.2
sympathize,Verbs of Caring and Empathizing,empathize-88.2
identify,Verbs of Caring and Empathizing,empathize-88.2
commiserate,Verbs of Caring and Empathizing,empathize-88.2
clerk,,employment-95.3
freelance,,employment-95.3
subcontract,,employment-95.3
temp,,employment-95.3
work,,employment-95.3
chance_across,Verbs of Encountering,encounter-30.5
chance_upon,Verbs of Encountering,encounter-30.5
come_across,Verbs of Encountering,encounter-30.5
discover,Verbs of Encountering,encounter-30.5
encounter,Verbs of Encountering,encounter-30.5
find,Verbs of Encountering,encounter-30.5
happen_on,Verbs of Encountering,encounter-30.5
happen_upon,Verbs of Encountering,encounter-30.5
meet,Verbs of Encountering,encounter-30.5
meet_with,Verbs of Encountering,encounter-30.5
stumble_on,Verbs of Encountering,encounter-30.5
stumble_upon,Verbs of Encountering,encounter-30.5
control,Enforce Verbs,enforce-63
enforce,Enforce Verbs,enforce-63
impose,Enforce Verbs,enforce-63
beget,Engender Verbs,engender-27.1
bring,Engender Verbs,engender-27.1
bring_about,Engender Verbs,engender-27.1
create,Engender Verbs,engender-27.1
engender,Engender Verbs,engender-27.1
generate,Engender Verbs,engender-27.1
kindle,Engender Verbs,engender-27.1
produce,Engender Verbs,engender-27.1
raise,Engender Verbs,engender-27.1
return,Engender Verbs,engender-27.1
set_in_motion,Engender Verbs,engender-27.1
set_off,Engender Verbs,engender-27.1
shape,Engender Verbs,engender-27.1
sire,Engender Verbs,engender-27.1
spawn,Engender Verbs,engender-27.1
ensure,Ensure Verbs,ensure-99
assure,Ensure Verbs,ensure-99
guarantee,Ensure Verbs,ensure-99
insure,Ensure Verbs,ensure-99
secure,Ensure Verbs,ensure-99
ascertain,Ensure Verbs,ensure-99
reinsure,Ensure Verbs,ensure-99
provide,Ensure Verbs,ensure-99
apostatize,Verbs of Change of State,entity_specific_cos-45.5
atrophy,Verbs of Change of State,entity_specific_cos-45.5
blister,Verbs of Change of State,entity_specific_cos-45.5
bloom,Verbs of Change of State,entity_specific_cos-45.5
blossom,Verbs of Change of State,entity_specific_cos-45.5
bud,Verbs of Change of State,entity_specific_cos-45.5
burgeon,Verbs of Change of State,entity_specific_cos-45.5
burn,Verbs of Change of State,entity_specific_cos-45.5
corrode,Verbs of Change of State,entity_specific_cos-45.5
crust,Verbs of Change of State,entity_specific_cos-45.5
decay,Verbs of Change of State,entity_specific_cos-45.5
decompose,Verbs of Change of State,entity_specific_cos-45.5
deteriorate,Verbs of Change of State,entity_specific_cos-45.5
ebb,Verbs of Change of State,entity_specific_cos-45.5
erode,Verbs of Change of State,entity_specific_cos-45.5
ferment,Verbs of Change of State,entity_specific_cos-45.5
fester,Verbs of Change of State,entity_specific_cos-45.5
flower,Verbs of Change of State,entity_specific_cos-45.5
foliate,Verbs of Change of State,entity_specific_cos-45.5
germinate,Verbs of Change of State,entity_specific_cos-45.5
green,Verbs of Change of State,entity_specific_cos-45.5
molder,Verbs of Change of State,entity_specific_cos-45.5
molt,Verbs of Change of State,entity_specific_cos-45.5
moult,Verbs of Change of State,entity_specific_cos-45.5
oxidize,Verbs of Change of State,entity_specific_cos-45.5
phosphoresce,Verbs of Change of State,entity_specific_cos-45.5
progress,Verbs of Change of State,entity_specific_cos-45.5
putrefy,Verbs of Change of State,entity_specific_cos-45.5
rot,Verbs of Change of State,entity_specific_cos-45.5
rust,Verbs of Change of State,entity_specific_cos-45.5
spoil,Verbs of Change of State,entity_specific_cos-45.5
sprout,Verbs of Change of State,entity_specific_cos-45.5
stagnate,Verbs of Change of State,entity_specific_cos-45.5
subside,Verbs of Change of State,entity_specific_cos-45.5
suppurate,Verbs of Change of State,entity_specific_cos-45.5
swell,Verbs of Change of State,entity_specific_cos-45.5
tarnish,Verbs of Change of State,entity_specific_cos-45.5
wane,Verbs of Change of State,entity_specific_cos-45.5
wilt,Verbs of Change of State,entity_specific_cos-45.5
wither,Verbs of Change of State,entity_specific_cos-45.5
pullulate,Verbs of Change of State,entity_specific_cos-45.5
billow,Verbs of Existence,entity_specific_modes_being-47.2
bloom,Verbs of Existence,entity_specific_modes_being-47.2
blossom,Verbs of Existence,entity_specific_modes_being-47.2
bristle,Verbs of Existence,entity_specific_modes_being-47.2
bulge,Verbs of Existence,entity_specific_modes_being-47.2
burn,Verbs of Existence,entity_specific_modes_being-47.2
effervesce,Verbs of Existence,entity_specific_modes_being-47.2
fester,Verbs of Existence,entity_specific_modes_being-47.2
fizz,Verbs of Existence,entity_specific_modes_being-47.2
flow,Verbs of Existence,entity_specific_modes_being-47.2
flower,Verbs of Existence,entity_specific_modes_being-47.2
flux,Verbs of Existence,entity_specific_modes_being-47.2
foam,Verbs of Existence,entity_specific_modes_being-47.2
froth,Verbs of Existence,entity_specific_modes_being-47.2
moil,Verbs of Existence,entity_specific_modes_being-47.2
propagate,Verbs of Existence,entity_specific_modes_being-47.2
rage,Verbs of Existence,entity_specific_modes_being-47.2
ripple,Verbs of Existence,entity_specific_modes_being-47.2
roil,Verbs of Existence,entity_specific_modes_being-47.2
seethe,Verbs of Existence,entity_specific_modes_being-47.2
smolder,Verbs of Existence,entity_specific_modes_being-47.2
sprout,Verbs of Existence,entity_specific_modes_being-47.2
charge,Verbs of Change of Possession,equip-13.4.2
invest,Verbs of Change of Possession,equip-13.4.2
ply,Verbs of Change of Possession,equip-13.4.2
cut,Verbs of Motion,escape-51.1
get,Verbs of Motion,escape-51.1
make_it,Verbs of Motion,escape-51.1
bring,Aspectual Verbs,establish-55.5
constitute,Aspectual Verbs,establish-55.5
constitutionalize,Aspectual Verbs,establish-55.5
innovate,Aspectual Verbs,establish-55.5
pioneer,Aspectual Verbs,establish-55.5
stage,Aspectual Verbs,establish-55.5
put,Verbs of Assessment,estimate-34.2
overcome,Exceed Verbs,exceed-90
overleap,Exceed Verbs,exceed-90
transcend,Exceed Verbs,exceed-90
better,Exceed Verbs,exceed-90
exceed,Exceed Verbs,exceed-90
lap,Exceed Verbs,exceed-90
outbid,Exceed Verbs,exceed-90
outdo,Exceed Verbs,exceed-90
outmatch,Exceed Verbs,exceed-90
outnumber,Exceed Verbs,exceed-90
outrace,Exceed Verbs,exceed-90
outshine,Exceed Verbs,exceed-90
outsmart,Exceed Verbs,exceed-90
outstrip,Exceed Verbs,exceed-90
outweigh,Exceed Verbs,exceed-90
outwit,Exceed Verbs,exceed-90
overreach,Exceed Verbs,exceed-90
overstep,Exceed Verbs,exceed-90
surpass,Exceed Verbs,exceed-90
top,Exceed Verbs,exceed-90
barter,Verbs of Change of Possession,exchange-13.6.1
change,Verbs of Change of Possession,exchange-13.6.1
exchange,Verbs of Change of Possession,exchange-13.6.1
swap,Verbs of Change of Possession,exchange-13.6.1
trade,Verbs of Change of Possession,exchange-13.6.1
omit,Verbs of Excluding,exclude-107.3
be,Verbs of Existence,exist-47.1
coexist,Verbs of Existence,exist-47.1
dwell,Verbs of Existence,exist-47.1
exist,Verbs of Existence,exist-47.1
extend,Verbs of Existence,exist-47.1
flourish,Verbs of Existence,exist-47.1
hold,Verbs of Existence,exist-47.1
languish,Verbs of Existence,exist-47.1
linger,Verbs of Existence,exist-47.1
live,Verbs of Existence,exist-47.1
loom,Verbs of Existence,exist-47.1
lurk,Verbs of Existence,exist-47.1
persist,Verbs of Existence,exist-47.1
predominate,Verbs of Existence,exist-47.1
prevail,Verbs of Existence,exist-47.1
prosper,Verbs of Existence,exist-47.1
remain,Verbs of Existence,exist-47.1
reside,Verbs of Existence,exist-47.1
shelter,Verbs of Existence,exist-47.1
stand,Verbs of Existence,exist-47.1
stay,Verbs of Existence,exist-47.1
thrive,Verbs of Existence,exist-47.1
tower,Verbs of Existence,exist-47.1
vegetate,Verbs of Existence,exist-47.1
wait,Verbs of Existence,exist-47.1
persevere,Verbs of Existence,exist-47.1
bottlefeed,Verbs of Ingesting,feeding-39.7
breastfeed,Verbs of Ingesting,feeding-39.7
feed,Verbs of Ingesting,feeding-39.7
force-feed,Verbs of Ingesting,feeding-39.7
handfeed,Verbs of Ingesting,feeding-39.7
nurse,Verbs of Ingesting,feeding-39.7
spoonfeed,Verbs of Ingesting,feeding-39.7
suckle,Verbs of Ingesting,feeding-39.7
ferret_out,Verbs of Searching,ferret-35.6
nose,Verbs of Searching,ferret-35.6
tease,Verbs of Searching,ferret-35.6
anoint,Verbs of Putting,fill-9.8
bandage,Verbs of Putting,fill-9.8
bestrew,Verbs of Putting,fill-9.8
blacktop,Verbs of Putting,fill-9.8
blockade,Verbs of Putting,fill-9.8
blot,Verbs of Putting,fill-9.8
bombard,Verbs of Putting,fill-9.8
choke,Verbs of Putting,fill-9.8
clog,Verbs of Putting,fill-9.8
close,Verbs of Putting,fill-9.8
clutter,Verbs of Putting,fill-9.8
contaminate,Verbs of Putting,fill-9.8
dam,Verbs of Putting,fill-9.8
deluge,Verbs of Putting,fill-9.8
dirty,Verbs of Putting,fill-9.8
dope,Verbs of Putting,fill-9.8
dot,Verbs of Putting,fill-9.8
embellish,Verbs of Putting,fill-9.8
emblazon,Verbs of Putting,fill-9.8
encircle,Verbs of Putting,fill-9.8
endow,Verbs of Putting,fill-9.8
enrich,Verbs of Putting,fill-9.8
fill,Verbs of Putting,fill-9.8
fleck,Verbs of Putting,fill-9.8
flood,Verbs of Putting,fill-9.8
garland,Verbs of Putting,fill-9.8
garnish,Verbs of Putting,fill-9.8
grace,Verbs of Putting,fill-9.8
gum_up,Verbs of Putting,fill-9.8
honeycomb,Verbs of Putting,fill-9.8
imbue,Verbs of Putting,fill-9.8
impregnate,Verbs of Putting,fill-9.8
infect,Verbs of Putting,fill-9.8
infest,Verbs of Putting,fill-9.8
inlay,Verbs of Putting,fill-9.8
interlace,Verbs of Putting,fill-9.8
interlard,Verbs of Putting,fill-9.8
interleave,Verbs of Putting,fill-9.8
intersperse,Verbs of Putting,fill-9.8
interweave,Verbs of Putting,fill-9.8
inundate,Verbs of Putting,fill-9.8
lard,Verbs of Putting,fill-9.8
lash,Verbs of Putting,fill-9.8
litter,Verbs of Putting,fill-9.8
mask,Verbs of Putting,fill-9.8
mottle,Verbs of Putting,fill-9.8
ornament,Verbs of Putting,fill-9.8
pad,Verbs of Putting,fill-9.8
plate,Verbs of Putting,fill-9.8
plug,Verbs of Putting,fill-9.8
prefill,Verbs of Putting,fill-9.8
replenish,Verbs of Putting,fill-9.8
repopulate,Verbs of Putting,fill-9.8
resupply,Verbs of Putting,fill-9.8
riddle,Verbs of Putting,fill-9.8
ring,Verbs of Putting,fill-9.8
ripple,Verbs of Putting,fill-9.8
sauce,Verbs of Putting,fill-9.8
season,Verbs of Putting,fill-9.8
smut,Verbs of Putting,fill-9.8
soil,Verbs of Putting,fill-9.8
splotch,Verbs of Putting,fill-9.8
staff,Verbs of Putting,fill-9.8
stipple,Verbs of Putting,fill-9.8
stop_up,Verbs of Putting,fill-9.8
stud,Verbs of Putting,fill-9.8
suffuse,Verbs of Putting,fill-9.8
sully,Verbs of Putting,fill-9.8
taint,Verbs of Putting,fill-9.8
tinge,Verbs of Putting,fill-9.8
inject,Verbs of Putting,fill-9.8
fire,Verbs of Removing,fire-10.10
dismiss,Verbs of Removing,fire-10.10
sack,Verbs of Removing,fire-10.10
drop,Verbs of Removing,fire-10.10
unseat,Verbs of Removing,fire-10.10
oust,Verbs of Removing,fire-10.10
expel,Verbs of Removing,fire-10.10
remove,Verbs of Removing,fire-10.10
can,Verbs of Removing,fire-10.10
send_away,Verbs of Removing,fire-10.10
suspend,Verbs of Removing,fire-10.10
force_out,Verbs of Removing,fire-10.10
terminate,Verbs of Removing,fire-10.10
give_the_boot,Verbs of Removing,fire-10.10
lay_off,Verbs of Removing,fire-10.10
let_go,Verbs of Removing,fire-10.10
shitcan,Verbs of Removing,fire-10.10
carry,Measure Verbs,fit-54.3
contain,Measure Verbs,fit-54.3
fit,Measure Verbs,fit-54.3
feed,Measure Verbs,fit-54.3
hibernate,Measure Verbs,fit-54.3
hold,Measure Verbs,fit-54.3
house,Measure Verbs,fit-54.3
reseat,Measure Verbs,fit-54.3
seat,Measure Verbs,fit-54.3
serve,Measure Verbs,fit-54.3
sleep,Measure Verbs,fit-54.3
store,Measure Verbs,fit-54.3
take,Measure Verbs,fit-54.3
balk,Verbs Involving the Body,flinch-40.5
cower,Verbs Involving the Body,flinch-40.5
cringe,Verbs Involving the Body,flinch-40.5
flinch,Verbs Involving the Body,flinch-40.5
quail,Verbs Involving the Body,flinch-40.5
recoil,Verbs Involving the Body,flinch-40.5
shrink,Verbs Involving the Body,flinch-40.5
wince,Verbs Involving the Body,flinch-40.5
brush,Verbs of Grooming and Bodily Care,floss-41.2.1
floss,Verbs of Grooming and Bodily Care,floss-41.2.1
shave,Verbs of Grooming and Bodily Care,floss-41.2.1
wash,Verbs of Grooming and Bodily Care,floss-41.2.1
focus,Verbs of Focusing and Comprehending,focus-87.1
focalize,Verbs of Focusing and Comprehending,focus-87.1
center,Verbs of Focusing and Comprehending,focus-87.1
concentrate,Verbs of Focusing and Comprehending,focus-87.1
contemplate,Verbs of Focusing and Comprehending,focus-87.1
converge,Verbs of Focusing and Comprehending,focus-87.1
dwell,Verbs of Focusing and Comprehending,focus-87.1
fixate,Verbs of Focusing and Comprehending,focus-87.1
keep,Forbid Verbs,forbid-64.4
alleviate,Free Verbs,free-10.6.3
liberate,Free Verbs,free-10.6.3
discharge,Free Verbs,free-10.6.3
exonerate,Free Verbs,free-10.6.3
unburden,Free Verbs,free-10.6.3
cleanse,Free Verbs,free-10.6.3
disencumber,Free Verbs,free-10.6.3
wean,Free Verbs,free-10.6.3
ease,Free Verbs,free-10.6.3
break,Free Verbs,free-10.6.3
issue,Verbs of Change of Possession,fulfilling-13.4.1
